date_of_event,age,citizenship,event_location,event_location_district,event_location_region,date_of_death,gender,took_part_in_the_hostilities,place_of_residence,place_of_residence_district,type_of_injury,ammunition,killed_by,DESIRED_FORMAT,age_group
25-01-2008,23,Palestinian,Rafah R.C.,Rafah,Gaza Strip,25-01-2008,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Jan 2008,15-44
25-01-2008,33,Palestinian,Rafah,Rafah,Gaza Strip,25-01-2008,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Jan 2008,15-44
25-01-2008,29,Palestinian,Rafah,Rafah,Gaza Strip,25-01-2008,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Jan 2008,15-44
22-01-2008,18,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jan 2008,15-44
20-01-2008,23,Palestinian,Gaza City,Gaza,Gaza Strip,20-01-2008,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Jan 2008,15-44
20-01-2008,18,Palestinian,Jabalya,North Gaza,Gaza Strip,22-01-2008,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
19-01-2008,26,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,19-01-2008,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
19-01-2008,28,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,19-01-2008,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
18-01-2008,20,Palestinian,Jabalya,North Gaza,Gaza Strip,18-01-2008,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
18-01-2008,16,Palestinian,Jabalya,North Gaza,Gaza Strip,18-01-2008,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
18-01-2008,60,Palestinian,Gaza City,Gaza,Gaza Strip,18-01-2008,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,45-64
17-01-2008,22,Palestinian,Gaza City,Gaza,Gaza Strip,22-01-2008,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
17-01-2008,36,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,17-01-2008,F,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
17-01-2008,29,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,17-01-2008,M,Object of targeted killing,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
17-01-2008,21,Palestinian,Gaza City,Gaza,Gaza Strip,19-01-2008,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
17-01-2008,22,Palestinian,Gaza City,Gaza,Gaza Strip,17-01-2008,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
17-01-2008,21,Palestinian,Gaza City,Gaza,Gaza Strip,17-01-2008,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
17-01-2008,22,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,17-01-2008,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
17-01-2008,54,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,17-01-2008,F,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,45-64
16-01-2008,29,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,16-01-2008,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
16-01-2008,34,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,16-01-2008,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
16-01-2008,38,Palestinian,Gaza City,Gaza,Gaza Strip,16-01-2008,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
16-01-2008,28,Palestinian,Gaza City,Gaza,Gaza Strip,16-01-2008,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
16-01-2008,7,Palestinian,Gaza City,Gaza,Gaza Strip,16-01-2008,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,0-14
15-01-2008,21,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jan 2008,15-44
15-01-2008,24,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jan 2008,15-44
15-01-2008,22,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jan 2008,15-44
15-01-2008,21,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,17-01-2008,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
15-01-2008,22,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jan 2008,15-44
15-01-2008,37,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jan 2008,15-44
15-01-2008,30,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
15-01-2008,29,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jan 2008,15-44
15-01-2008,26,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
15-01-2008,66,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jan 2008,> 64
15-01-2008,52,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jan 2008,45-64
15-01-2008,26,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,21-01-2008,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
15-01-2008,23,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
15-01-2008,24,Palestinian,Gaza City,Gaza,Gaza Strip,15-01-2008,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jan 2008,15-44
13-01-2008,29,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,13-01-2008,M,Object of targeted killing,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
13-01-2008,34,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,13-01-2008,M,Object of targeted killing,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
12-01-2008,21,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,12-01-2008,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces,Jan 2008,15-44
12-01-2008,19,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,12-01-2008,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Jan 2008,15-44
09-01-2008,15,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,09-01-2008,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
09-01-2008,51,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,09-01-2008,F,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,45-64
09-01-2008,28,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,09-01-2008,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
06-01-2008,26,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,06-01-2008,F,No,al-Bureij R.C.,Deir al-Balah,gunfire,shell,Israeli security forces,Jan 2008,15-44
06-01-2008,17,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,06-01-2008,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jan 2008,15-44
05-01-2008,33,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,05-01-2008,M,Yes,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces,Jan 2008,15-44
04-01-2008,32,Palestinian,Nablus,Nablus,West Bank,23-01-2008,M,No,Nablus,Nablus,gunfire,rubber-coated metal bullets,Israeli security forces,Jan 2008,15-44
03-01-2008,22,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,03-01-2008,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces,Jan 2008,15-44
03-01-2008,31,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,03-01-2008,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces,Jan 2008,15-44
03-01-2008,23,Palestinian,Gaza City,Gaza,Gaza Strip,03-01-2008,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
03-01-2008,33,Palestinian,Rafah R.C.,Rafah,Gaza Strip,03-01-2008,M,No,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces,Jan 2008,15-44
03-01-2008,32,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,03-01-2008,M,No,Khan Yunis,Khan Yunis,gunfire,shell,Israeli security forces,Jan 2008,15-44
03-01-2008,28,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,03-01-2008,M,Yes,Khan Yunis,Khan Yunis,gunfire,shell,Israeli security forces,Jan 2008,15-44
02-01-2008,33,Palestinian,Gaza City,Gaza,Gaza Strip,02-01-2008,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2008,15-44
01-01-2008,22,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,01-01-2008,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Jan 2008,15-44
27-12-2007,42,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,27-12-2007,M,Unknown,a-Nuseirat Camp,Deir al-Balah,gunfire,missile,Israeli security forces,Dec 2007,15-44
27-12-2007,30,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,27-12-2007,M,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Dec 2007,15-44
27-12-2007,29,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,29-12-2007,M,Yes,a-Nuseirat Camp,Deir al-Balah,gunfire,missile,Israeli security forces,Dec 2007,15-44
27-12-2007,43,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,27-12-2007,M,Yes,a-Nuseirat Camp,Deir al-Balah,gunfire,missile,Israeli security forces,Dec 2007,15-44
24-12-2007,23,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,24-12-2007,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Dec 2007,15-44
24-12-2007,24,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,24-12-2007,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Dec 2007,15-44
20-12-2007,22,Palestinian,al-Maghazi R.C.,Deir al-Balah,Gaza Strip,20-12-2007,M,Yes,al-Maghazi R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Dec 2007,15-44
18-12-2007,21,Palestinian,Rafah R.C.,Rafah,Gaza Strip,18-12-2007,M,No,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces,Dec 2007,15-44
18-12-2007,34,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,18-12-2007,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
18-12-2007,32,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,18-12-2007,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
18-12-2007,32,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,18-12-2007,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
18-12-2007,34,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,18-12-2007,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
18-12-2007,19,Palestinian,Rafah R.C.,Rafah,Gaza Strip,18-12-2007,M,No,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces,Dec 2007,15-44
17-12-2007,39,Palestinian,Gaza City,Gaza,Gaza Strip,17-12-2007,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
17-12-2007,34,Palestinian,Gaza City,Gaza,Gaza Strip,17-12-2007,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
17-12-2007,37,Palestinian,Gaza City,Gaza,Gaza Strip,17-12-2007,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
17-12-2007,23,Palestinian,Gaza City,Gaza,Gaza Strip,17-12-2007,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
17-12-2007,32,Palestinian,Gaza City,Gaza,Gaza Strip,17-12-2007,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
17-12-2007,32,Palestinian,Gaza City,Gaza,Gaza Strip,17-12-2007,M,Object of targeted killing,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
13-12-2007,27,Palestinian,Gaza City,Gaza,Gaza Strip,13-12-2007,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
13-12-2007,20,Palestinian,Gaza City,Gaza,Gaza Strip,13-12-2007,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
13-12-2007,40,Palestinian,Gaza City,Gaza,Gaza Strip,13-12-2007,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
11-12-2007,26,Palestinian,Rafah,Rafah,Gaza Strip,11-12-2007,M,Yes,Rafah,Rafah,gunfire,shell,Israeli security forces,Dec 2007,15-44
11-12-2007,19,Palestinian,Rafah,Rafah,Gaza Strip,11-12-2007,M,Yes,Rafah,Rafah,gunfire,shell,Israeli security forces,Dec 2007,15-44
11-12-2007,36,Palestinian,Rafah,Rafah,Gaza Strip,11-12-2007,M,Yes,Rafah,Rafah,gunfire,shell,Israeli security forces,Dec 2007,15-44
11-12-2007,26,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,11-12-2007,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
11-12-2007,22,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,11-12-2007,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Dec 2007,15-44
11-12-2007,22,Palestinian,Rafah,Rafah,Gaza Strip,11-12-2007,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Dec 2007,15-44
05-12-2007,36,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,05-12-2007,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
05-12-2007,28,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,05-12-2007,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Dec 2007,15-44
04-12-2007,17,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,04-12-2007,M,Yes,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,Dec 2007,15-44
04-12-2007,37,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,04-12-2007,M,Yes,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,Dec 2007,15-44
04-12-2007,18,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,04-12-2007,M,Yes,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,Dec 2007,15-44
01-12-2007,19,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,01-12-2007,M,Yes,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces,Dec 2007,15-44
01-12-2007,21,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,01-12-2007,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces,Dec 2007,15-44
01-12-2007,21,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,01-12-2007,M,Yes,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,missile,Israeli security forces,Dec 2007,15-44
01-12-2007,39,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,01-12-2007,M,Yes,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,missile,Israeli security forces,Dec 2007,15-44
01-12-2007,23,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,01-12-2007,M,Yes,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,missile,Israeli security forces,Dec 2007,15-44
29-11-2007,24,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,29-11-2007,M,Yes,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,missile,Israeli security forces,Nov 2007,15-44
29-11-2007,23,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,29-11-2007,M,Yes,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,missile,Israeli security forces,Nov 2007,15-44
29-11-2007,22,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,29-11-2007,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces,Nov 2007,15-44
29-11-2007,18,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,29-11-2007,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces,Nov 2007,15-44
28-11-2007,19,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,28-11-2007,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Nov 2007,15-44
28-11-2007,23,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,28-11-2007,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Nov 2007,15-44
26-11-2007,20,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,26-11-2007,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Nov 2007,15-44
23-11-2007,45,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,23-11-2007,M,No,Beit Hanun,North Gaza,gunfire,flechette shells,Israeli security forces,Nov 2007,45-64
23-11-2007,43,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,23-11-2007,M,No,Beit Hanun,North Gaza,gunfire,flechette shells,Israeli security forces,Nov 2007,15-44
15-11-2007,20,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,15-11-2007,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Nov 2007,15-44
15-11-2007,20,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,15-11-2007,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Nov 2007,15-44
14-11-2007,49,Palestinian,Jabalya,North Gaza,Gaza Strip,12-11-2007,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Nov 2007,45-64
04-11-2007,36,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,04-11-2007,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Nov 2007,15-44
04-11-2007,17,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,04-11-2007,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Nov 2007,15-44
04-11-2007,28,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,04-11-2007,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Nov 2007,15-44
03-11-2007,24,Palestinian,Rafah,Rafah,Gaza Strip,03-11-2007,M,Object of targeted killing,Rafah,Rafah,gunfire,missile,Israeli security forces,Nov 2007,15-44
30-10-2007,24,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,30-10-2007,M,No,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces,Oct 2007,15-44
30-10-2007,20,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,30-10-2007,M,No,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces,Oct 2007,15-44
30-10-2007,22,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,30-10-2007,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Oct 2007,15-44
30-10-2007,22,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,30-10-2007,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Oct 2007,15-44
29-10-2007,26,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,29-10-2007,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Oct 2007,15-44
26-10-2007,21,Palestinian,Gaza City,Gaza,Gaza Strip,26-10-2007,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Oct 2007,15-44
26-10-2007,18,Palestinian,Gaza City,Gaza,Gaza Strip,26-10-2007,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Oct 2007,15-44
24-10-2007,16,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,24-10-2007,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Oct 2007,15-44
24-10-2007,14,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,24-10-2007,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Oct 2007,0-14
23-10-2007,37,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,23-10-2007,M,Object of targeted killing,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,Oct 2007,15-44
20-10-2007,24,Palestinian,Gaza City,Gaza,Gaza Strip,20-10-2007,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Oct 2007,15-44
20-10-2007,30,Palestinian,Gaza City,Gaza,Gaza Strip,20-10-2007,M,No,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,Oct 2007,15-44
13-10-2007,20,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,13-10-2007,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Oct 2007,15-44
02-10-2007,18,Palestinian,Rafah R.C.,Rafah,Gaza Strip,02-10-2007,M,Yes,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces,Oct 2007,15-44
27-09-2007,23,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,27-09-2007,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Sep 2007,15-44
27-09-2007,21,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,27-09-2007,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Sep 2007,15-44
27-09-2007,25,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,27-09-2007,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Sep 2007,15-44
26-09-2007,27,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,26-09-2007,M,Yes,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces,Sep 2007,15-44
26-09-2007,19,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,26-09-2007,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces,Sep 2007,15-44
26-09-2007,20,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,26-09-2007,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces,Sep 2007,15-44
26-09-2007,16,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,26-09-2007,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces,Sep 2007,15-44
26-09-2007,29,Palestinian,Gaza City,Gaza,Gaza Strip,26-09-2007,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces,Sep 2007,15-44
26-09-2007,30,Palestinian,Gaza City,Gaza,Gaza Strip,26-09-2007,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces,Sep 2007,15-44
26-09-2007,27,Palestinian,Gaza City,Gaza,Gaza Strip,26-09-2007,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces,Sep 2007,15-44
26-09-2007,25,Palestinian,Gaza City,Gaza,Gaza Strip,26-09-2007,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces,Sep 2007,15-44
26-09-2007,27,Palestinian,Gaza City,Gaza,Gaza Strip,26-09-2007,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces,Sep 2007,15-44
26-09-2007,36,Palestinian,Gaza City,Gaza,Gaza Strip,26-09-2007,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces,Sep 2007,15-44
06-09-2007,24,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,06-09-2007,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces,Sep 2007,15-44
06-09-2007,25,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,06-09-2007,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces,Sep 2007,15-44
06-09-2007,30,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,06-09-2007,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces,Sep 2007,15-44
29-08-2007,11,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,29-08-2007,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Aug 2007,0-14
29-08-2007,8,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,29-08-2007,F,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Aug 2007,0-14
29-08-2007,8,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,29-08-2007,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Aug 2007,0-14
22-08-2007,21,Palestinian,Gaza City,Gaza,Gaza Strip,22-08-2007,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Aug 2007,15-44
21-08-2007,10,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,21-08-2007,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Aug 2007,0-14
20-08-2007,21,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,20-08-2007,M,Unknown,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Aug 2007,15-44
20-08-2007,22,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,20-08-2007,M,Unknown,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Aug 2007,15-44
20-08-2007,28,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,20-08-2007,M,Unknown,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Aug 2007,15-44
20-08-2007,34,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,20-08-2007,M,Unknown,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Aug 2007,15-44
