date_of_event,age,citizenship,event_location,event_location_district,event_location_region,date_of_death,gender,took_part_in_the_hostilities,place_of_residence,place_of_residence_district,type_of_injury,ammunition,killed_by,DESIRED_FORMAT,age_group
15-05-2011,17,Palestinian,Gaza City,Gaza,Gaza Strip,15-05-2011,M,No,Jabalya R.C.,North Gaza,gunfire,live ammunition,Israeli security forces,May 2011,15-44
24-04-2011,24,Israeli,Nablus,Nablus,West Bank,24-04-2011,M,Israelis,Jerusalem,Israel,gunfire,live ammunition,Palestinian civilians,Apr 2011,15-44
09-04-2011,22,Palestinian,Gaza City,Gaza,Gaza Strip,09-04-2011,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Apr 2011,15-44
09-04-2011,27,Palestinian,Tall a-Sultan R.C.,Rafah,Gaza Strip,09-04-2011,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Apr 2011,15-44
09-04-2011,29,Palestinian,Gaza City,Gaza,Gaza Strip,09-04-2011,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Apr 2011,15-44
09-04-2011,28,Palestinian,Tall a-Sultan R.C.,Rafah,Gaza Strip,09-04-2011,M,Yes,Tall a-Sultan Camp,Rafah,gunfire,missile,Israeli security forces,Apr 2011,15-44
09-04-2011,28,Palestinian,Tall a-Sultan R.C.,Rafah,Gaza Strip,04-05-2011,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Apr 2011,15-44
08-04-2011,22,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,08-04-2011,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces,Apr 2011,15-44
08-04-2011,19,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,08-04-2011,M,Yes,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces,Apr 2011,15-44
08-04-2011,30,Palestinian,Gaza City,Gaza,Gaza Strip,08-04-2011,M,Yes,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,Apr 2011,15-44
08-04-2011,25,Palestinian,Gaza City,Gaza,Gaza Strip,08-04-2011,M,Yes,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,Apr 2011,15-44
08-04-2011,18,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,08-04-2011,F,No,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces,Apr 2011,15-44
08-04-2011,40,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,08-04-2011,F,No,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces,Apr 2011,15-44
08-04-2011,22,Palestinian,Gaza City,Gaza,Gaza Strip,08-04-2011,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Apr 2011,15-44
08-04-2011,9,Palestinian,Gaza City,Gaza,Gaza Strip,08-04-2011,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Apr 2011,0-14
08-04-2011,56,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,08-04-2011,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Apr 2011,45-64
07-04-2011,16,Israeli,Kfar Aza,Israel,Israel,17-04-2011,M,Israelis,Ramat Beit Shemesh,Israel,gunfire,missile,Palestinian civilians,Apr 2011,15-44
07-04-2011,57,Palestinian,Gaza City,Gaza,Gaza Strip,07-04-2011,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces,Apr 2011,45-64
05-04-2011,21,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,05-04-2011,M,Unknown,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces,Apr 2011,15-44
02-04-2011,34,Palestinian,Gaza City,Gaza,Gaza Strip,02-04-2011,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Apr 2011,15-44
02-04-2011,36,Palestinian,Gaza City,Gaza,Gaza Strip,02-04-2011,M,Yes,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,Apr 2011,15-44
02-04-2011,43,Palestinian,Gaza City,Gaza,Gaza Strip,02-04-2011,M,Yes,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,Apr 2011,15-44
30-03-2011,24,Palestinian,Rafah,Rafah,Gaza Strip,30-03-2011,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Mar 2011,15-44
27-03-2011,19,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,27-03-2011,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Mar 2011,15-44
27-03-2011,32,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,27-03-2011,M,Yes,a-Zawaydah,Deir al-Balah,gunfire,missile,Israeli security forces,Mar 2011,15-44
22-03-2011,21,Palestinian,Gaza City,Gaza,Gaza Strip,22-03-2011,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2011,15-44
22-03-2011,31,Palestinian,Gaza City,Gaza,Gaza Strip,22-03-2011,M,Yes,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,Mar 2011,15-44
22-03-2011,18,Palestinian,Gaza City,Gaza,Gaza Strip,22-03-2011,M,No,Gaza city,Gaza,gunfire,mortar fire,Israeli security forces,Mar 2011,15-44
22-03-2011,9,Palestinian,Gaza City,Gaza,Gaza Strip,22-03-2011,M,No,Gaza city,Gaza,gunfire,mortar fire,Israeli security forces,Mar 2011,0-14
22-03-2011,14,Palestinian,Gaza City,Gaza,Gaza Strip,22-03-2011,M,No,Gaza city,Gaza,gunfire,mortar fire,Israeli security forces,Mar 2011,0-14
22-03-2011,28,Palestinian,Gaza City,Gaza,Gaza Strip,22-03-2011,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2011,15-44
22-03-2011,27,Palestinian,Gaza City,Gaza,Gaza Strip,22-03-2011,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2011,15-44
22-03-2011,57,Palestinian,Gaza City,Gaza,Gaza Strip,22-03-2011,M,No,Gaza city,Gaza,gunfire,mortar fire,Israeli security forces,Mar 2011,45-64
16-03-2011,28,Palestinian,Gaza City,Gaza,Gaza Strip,16-03-2011,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2011,15-44
16-03-2011,23,Palestinian,Gaza City,Gaza,Gaza Strip,16-03-2011,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2011,15-44
11-03-2011,4,Israeli,Itamar,Nablus,West Bank,11-03-2011,M,Israelis,Itamar,Nablus,stabbing,knife,Palestinian civilians,Mar 2011,0-14
11-03-2011,36,Israeli,Itamar,Nablus,West Bank,11-03-2011,M,Israelis,Itamar,Nablus,stabbing,knife,Palestinian civilians,Mar 2011,15-44
11-03-2011,35,Israeli,Itamar,Nablus,West Bank,11-03-2011,F,Israelis,Itamar,Nablus,gunfire,live ammunition,Palestinian civilians,Mar 2011,15-44
11-03-2011,11,Israeli,Itamar,Nablus,West Bank,11-03-2011,M,Israelis,Itamar,Nablus,stabbing,knife,Palestinian civilians,Mar 2011,0-14
28-02-2011,20,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,28-02-2011,M,No,Beit Lahiya,North Gaza,gunfire,live ammunition,Israeli security forces,Feb 2011,15-44
23-02-2011,28,Palestinian,Gaza City,Gaza,Gaza Strip,23-02-2011,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Feb 2011,15-44
11-02-2011,24,Palestinian,Jerusalem,Israel,Israel,11-02-2011,M,No,Kafr 'Aqab,al-Quds,stabbing,knife,Israeli civilians,Feb 2011,15-44
18-01-2011,18,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,18-01-2011,M,Yes,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces,Jan 2011,15-44
11-01-2011,23,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,11-01-2011,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Jan 2011,15-44
10-01-2011,65,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,10-01-2011,M,No,Jabalya R.C.,North Gaza,gunfire,live ammunition,Israeli security forces,Jan 2011,> 64
23-12-2010,18,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,23-12-2010,M,No,Beit Lahiya,North Gaza,gunfire,live ammunition,Israeli security forces,Dec 2010,15-44
18-12-2010,23,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,18-12-2010,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Dec 2010,15-44
18-12-2010,22,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,18-12-2010,M,Yes,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,Dec 2010,15-44
18-12-2010,22,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,18-12-2010,M,Yes,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,Dec 2010,15-44
18-12-2010,20,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,18-12-2010,M,Yes,a-Shaburah (R.C),Rafah,gunfire,missile,Israeli security forces,Dec 2010,15-44
18-12-2010,17,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,18-12-2010,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Dec 2010,15-44
02-12-2010,21,Palestinian,Gaza City,Gaza,Gaza Strip,02-12-2010,M,Yes,Jabalya,North Gaza,gunfire,shell,Israeli security forces,Dec 2010,15-44
02-12-2010,19,Palestinian,Gaza City,Gaza,Gaza Strip,02-12-2010,M,Yes,Jabalya,North Gaza,gunfire,shell,Israeli security forces,Dec 2010,15-44
17-11-2010,34,Palestinian,Gaza City,Gaza,Gaza Strip,17-11-2010,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Nov 2010,15-44
17-11-2010,19,Palestinian,Gaza City,Gaza,Gaza Strip,17-11-2010,M,No,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Nov 2010,15-44
03-11-2010,25,Palestinian,Gaza City,Gaza,Gaza Strip,03-11-2010,M,Yes,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,Nov 2010,15-44
27-10-2010,20,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,27-10-2010,M,Yes,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces,Oct 2010,15-44
17-10-2010,20,Palestinian,Gaza City,Gaza,Gaza Strip,17-10-2010,M,Yes,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,Oct 2010,15-44
17-10-2010,21,Palestinian,Gaza City,Gaza,Gaza Strip,17-10-2010,M,Yes,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,Oct 2010,15-44
27-09-2010,18,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,27-09-2010,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Sep 2010,15-44
27-09-2010,24,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,27-09-2010,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Sep 2010,15-44
27-09-2010,26,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,27-09-2010,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Sep 2010,15-44
24-09-2010,19,Palestinian,Jabalya,North Gaza,Gaza Strip,24-09-2010,M,No,a-Shati' Camp,Gaza,gunfire,live ammunition,Israeli security forces,Sep 2010,15-44
14-09-2010,22,Palestinian,Juhor a-Dik,Gaza,Gaza Strip,25-09-2010,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Sep 2010,15-44
12-09-2010,91,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,21-09-2010,M,No,Beit Hanun,North Gaza,gunfire,bomb,Israeli security forces,Sep 2010,> 64
12-09-2010,16,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,12-09-2010,M,No,Jabalya R.C.,North Gaza,gunfire,bomb,Israeli security forces,Sep 2010,15-44
12-09-2010,16,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,12-09-2010,M,No,Beit Hanun,North Gaza,gunfire,bomb,Israeli security forces,Sep 2010,15-44
04-09-2010,34,Palestinian,Rafah,Rafah,Gaza Strip,04-09-2010,M,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Sep 2010,15-44
04-09-2010,20,Palestinian,Rafah,Rafah,Gaza Strip,04-09-2010,M,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Sep 2010,15-44
31-08-2010,33,Israeli,Bani Na'im,Hebron,West Bank,31-08-2010,F,Israelis,Beit Hagai,Hebron,gunfire,live ammunition,Palestinian civilians,Aug 2010,15-44
31-08-2010,45,Israeli,Bani Na'im,Hebron,West Bank,31-08-2010,F,Israelis,Beit Hagai,Hebron,gunfire,live ammunition,Palestinian civilians,Aug 2010,45-64
31-08-2010,47,Israeli,Bani Na'im,Hebron,West Bank,31-08-2010,M,Israelis,Beit Hagai,Hebron,gunfire,live ammunition,Palestinian civilians,Aug 2010,45-64
31-08-2010,24,Israeli,Bani Na'im,Hebron,West Bank,31-08-2010,M,Israelis,Beit Hagai,Hebron,gunfire,live ammunition,Palestinian civilians,Aug 2010,15-44
04-08-2010,21,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,04-08-2010,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Aug 2010,15-44
31-07-2010,36,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,31-07-2010,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Jul 2010,15-44
21-07-2010,21,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,21-07-2010,M,Yes,Beit Hanun,North Gaza,shelling,flechette shells,Israeli security forces,Jul 2010,15-44
21-07-2010,18,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,21-07-2010,M,Yes,Beit Hanun,North Gaza,shelling,flechette shells,Israeli security forces,Jul 2010,15-44
13-07-2010,33,Palestinian,Juhor a-Dik,Gaza,Gaza Strip,13-07-2010,F,No,Juhor a-Dik,Gaza,gunfire,shell,Israeli security forces,Jul 2010,15-44
28-06-2010,29,Palestinian,Gaza City,Gaza,Gaza Strip,28-06-2010,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2010,15-44
25-06-2010,22,Palestinian,Rafah,Rafah,Gaza Strip,25-06-2010,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces,Jun 2010,15-44
25-06-2010,28,Palestinian,Rafah,Rafah,Gaza Strip,25-06-2010,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2010,15-44
01-06-2010,20,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,01-06-2010,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Jun 2010,15-44
01-06-2010,22,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,01-06-2010,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces,Jun 2010,15-44
01-06-2010,25,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,01-06-2010,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Jun 2010,15-44
14-05-2010,75,Palestinian,The Perimeter Fence,Gaza,Gaza Strip,14-05-2010,M,No,Beit Lahiya,North Gaza,gunfire,live ammunition,Israeli security forces,May 2010,> 64
28-04-2010,19,Palestinian,Gaza City,Gaza,Gaza Strip,28-04-2010,M,No,Gaza city,Gaza,gunfire,live ammunition,Israeli security forces,Apr 2010,15-44
26-03-2010,21,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,26-03-2010,M,No,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,shell,Israeli security forces,Mar 2010,15-44
01-03-2010,17,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,01-03-2010,M,Yes,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces,Mar 2010,15-44
11-02-2010,27,Palestinian,Juhor a-Dik,Gaza,Gaza Strip,11-02-2010,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Feb 2010,15-44
10-01-2010,18,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,10-01-2010,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Jan 2010,15-44
10-01-2010,21,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,10-01-2010,M,Yes,a-Nuseirat Camp,Deir al-Balah,gunfire,missile,Israeli security forces,Jan 2010,15-44
10-01-2010,26,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,10-01-2010,M,Yes,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,Jan 2010,15-44
08-01-2010,15,Palestinian,Rafah,Rafah,Gaza Strip,08-01-2010,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces,Jan 2010,15-44
08-01-2010,27,Palestinian,Rafah,Rafah,Gaza Strip,08-01-2010,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces,Jan 2010,15-44
08-01-2010,21,Palestinian,Rafah,Rafah,Gaza Strip,08-01-2010,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces,Jan 2010,15-44
05-01-2010,21,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,06-01-2010,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces,Jan 2010,15-44
05-01-2010,22,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,05-01-2010,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces,Jan 2010,15-44
30-09-2009,35,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,30-09-2009,M,Unknown,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Sep 2009,15-44
30-09-2009,43,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,30-09-2009,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces,Sep 2009,15-44
25-09-2009,19,Palestinian,Gaza City,Gaza,Gaza Strip,25-09-2009,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Sep 2009,15-44
25-09-2009,24,Palestinian,Gaza City,Gaza,Gaza Strip,25-09-2009,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Sep 2009,15-44
25-09-2009,21,Palestinian,Gaza City,Gaza,Gaza Strip,25-09-2009,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Sep 2009,15-44
20-09-2009,20,Palestinian,Gaza City,Gaza,Gaza Strip,20-09-2009,M,Yes,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces,Sep 2009,15-44
20-09-2009,21,Palestinian,Gaza City,Gaza,Gaza Strip,20-09-2009,M,Yes,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces,Sep 2009,15-44
25-08-2009,32,Palestinian,Rafah,Rafah,Gaza Strip,28-08-2009,M,Unknown,Rafah,Rafah,gunfire,missile,Israeli security forces,Aug 2009,15-44
25-08-2009,25,Palestinian,Rafah,Rafah,Gaza Strip,25-08-2009,M,Unknown,Rafah,Rafah,gunfire,missile,Israeli security forces,Aug 2009,15-44
25-08-2009,19,Palestinian,Rafah,Rafah,Gaza Strip,28-08-2009,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Aug 2009,15-44
02-07-2009,16,Palestinian,Juhor a-Dik,Gaza,Gaza Strip,02-07-2009,F,No,Juhor a-Dik,Gaza,gunfire,shell,Israeli security forces,Jul 2009,15-44
02-05-2009,20,Palestinian,Rafah,Rafah,Gaza Strip,02-05-2009,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2009,15-44
02-05-2009,20,Palestinian,Rafah,Rafah,Gaza Strip,02-05-2009,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2009,15-44
04-04-2009,22,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,04-04-2009,M,Yes,Khan Yunis,Khan Yunis,gunfire,shell,Israeli security forces,Apr 2009,15-44
04-04-2009,20,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,04-04-2009,M,Yes,Rafah,Rafah,gunfire,shell,Israeli security forces,Apr 2009,15-44
31-03-2009,20,Palestinian,Kissufim,Khan Yunis,Gaza Strip,31-03-2009,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Mar 2009,15-44
31-03-2009,19,Palestinian,Kissufim,Khan Yunis,Gaza Strip,31-03-2009,M,Yes,a-Shati' Camp,Gaza,gunfire,shell,Israeli security forces,Mar 2009,15-44
07-03-2009,27,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,07-03-2009,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2009,15-44
05-03-2009,27,Palestinian,al-Maghazi R.C.,Deir al-Balah,Gaza Strip,05-03-2009,M,Yes,al-Maghazi R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Mar 2009,15-44
05-03-2009,24,Palestinian,al-Maghazi R.C.,Deir al-Balah,Gaza Strip,05-03-2009,M,Yes,al-Maghazi R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Mar 2009,15-44
05-03-2009,20,Palestinian,al-Maghazi R.C.,Deir al-Balah,Gaza Strip,05-03-2009,M,Yes,al-Maghazi R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Mar 2009,15-44
04-03-2009,23,Palestinian,Gaza City,Gaza,Gaza Strip,04-03-2009,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2009,15-44
08-02-2009,22,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,09-02-2009,M,Yes,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces,Feb 2009,15-44
08-02-2009,21,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,08-02-2009,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Feb 2009,15-44
02-02-2009,25,Palestinian,Rafah,Rafah,Gaza Strip,02-02-2009,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Feb 2009,15-44
19-01-2009,50,Palestinian,Gaza City,Gaza,Gaza Strip,19-01-2009,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2009,45-64
18-01-2009,70,Palestinian,Gaza City,Gaza,Gaza Strip,18-01-2009,F,No,Gaza city,Gaza,gunfire,live ammunition,Israeli security forces,Jan 2009,> 64
18-01-2009,80,Palestinian,Gaza City,Gaza,Gaza Strip,18-01-2009,M,No,Gaza city,Gaza,gunfire,live ammunition,Israeli security forces,Jan 2009,> 64
18-01-2009,22,Palestinian,Jabalya,North Gaza,Gaza Strip,18-01-2009,M,Yes,Jabalya,North Gaza,gunfire,live ammunition,Israeli security forces,Jan 2009,15-44
18-01-2009,32,Palestinian,Jabalya,North Gaza,Gaza Strip,18-01-2009,M,Yes,Jabalya,North Gaza,gunfire,live ammunition,Israeli security forces,Jan 2009,15-44
18-01-2009,36,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,18-01-2009,F,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Jan 2009,15-44
18-01-2009,10,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,18-01-2009,F,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Jan 2009,0-14
17-01-2009,22,Palestinian,Gaza City,Gaza,Gaza Strip,25-01-2009,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jan 2009,15-44
17-01-2009,28,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,17-01-2009,M,No,Khan Yunis,Khan Yunis,gunfire,shell,Israeli security forces,Jan 2009,15-44
17-01-2009,51,Palestinian,Jabalya,North Gaza,Gaza Strip,17-01-2009,M,No,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jan 2009,45-64
17-01-2009,17,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,17-01-2009,M,No,a-Nuseirat Camp,Deir al-Balah,gunfire,shell,Israeli security forces,Jan 2009,15-44
17-01-2009,13,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,17-01-2009,F,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Jan 2009,0-14
17-01-2009,4,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,17-01-2009,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Jan 2009,0-14
17-01-2009,3,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,17-01-2009,F,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Jan 2009,0-14
17-01-2009,17,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,17-01-2009,M,No,Khan Yunis,Khan Yunis,gunfire,shell,Israeli security forces,Jan 2009,15-44
17-01-2009,5,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,17-01-2009,M,No,Beit Lahiya,North Gaza,gunfire,phosphorus shell,Israeli security forces,Jan 2009,0-14
17-01-2009,55,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,17-01-2009,F,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces,Jan 2009,45-64
17-01-2009,3,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,17-01-2009,M,No,Beit Lahiya,North Gaza,gunfire,phosphorus shell,Israeli security forces,Jan 2009,0-14
17-01-2009,46,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,17-01-2009,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces,Jan 2009,45-64
17-01-2009,63,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,17-01-2009,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces,Jan 2009,45-64
17-01-2009,3,Palestinian,Jabalya,North Gaza,Gaza Strip,28-01-2009,F,No,Jabalya,North Gaza,gunfire,shell,Israeli security forces,Jan 2009,0-14
17-01-2009,15,Palestinian,Gaza City,Gaza,Gaza Strip,17-01-2009,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2009,15-44
16-01-2009,14,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,16-01-2009,F,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Jan 2009,0-14
16-01-2009,35,Palestinian,Gaza City,Gaza,Gaza Strip,16-01-2009,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2009,15-44
16-01-2009,48,Palestinian,Gaza City,Gaza,Gaza Strip,16-01-2009,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2009,45-64
16-01-2009,28,Palestinian,Gaza City,Gaza,Gaza Strip,16-01-2009,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jan 2009,15-44
